,model,climatology,bss
2000,0.18178169613337253,0.18856119154736223,0.03595382145369419
2001,0.23942451278415022,0.18759470642952525,-0.2762860815270187
2002,0.5989792507672311,0.5358625137657608,-0.11778531877126275
2003,0.02332886290973607,0.04761394624934759,0.510041390235414
2004,0.5056522055138744,0.5238325842046649,0.03470646775132147
2005,0.5964276989173116,0.528678142926288,-0.12814896340526372
2006,0.27516588392685337,0.2763494837251911,0.004282981760569182
2007,0.3129602454173557,0.32015522894807685,0.022473421890879308
2008,0.22042789393620751,0.2324676839720823,0.0517912418197477
2009,0.4860864438743559,0.43467747331935674,-0.11826923112076959
2010,0.027371308896303907,0.04761394624934759,0.42514092923606495
2011,0.20370810402574321,0.18924544330842857,-0.07642276857225916
2012,0.33128181802159545,0.3483199861092026,0.04891527551412311
2013,0.27380275736984755,0.27133496125269674,-0.009095017117431103
2014,0.27522440719874874,0.26022730565872604,-0.05763077591746124
2015,0.5376586452870988,0.5162863542788765,-0.041396195795401436
2016,0.1709645288384077,0.20757824972475486,0.17638515082816386
2017,0.19699118454802733,0.19415309308634188,-0.014617801944691866
2018,0.2709515768622332,0.2470733578139214,-0.09664424873480382
2019,0.44482721169880335,0.4114090290935271,-0.08122860764360906
