,model,climatology,bss
2000,0.19082993499410342,0.19723773305238457,0.032487688633996314
2001,0.12152956836043974,0.1224779624475429,0.007743385570358141
2002,0.654826064053417,0.5684003778238922,-0.15205071917862467
2003,0.016631082319823128,0.046315439690748306,0.6409171017079807
2004,0.48170484694330257,0.48169904212466114,-1.2050716596379019e-05
2005,0.5813455303263588,0.5159517615587881,-0.12674395871816335
2006,0.23329818408281844,0.2317236799335983,-0.0067947485974300115
2007,0.3409753591623003,0.3375552206789264,-0.010132085874705155
2008,0.24278469798013402,0.2441574161337031,0.005622266877272963
2009,0.4540425857936203,0.46474439823959524,0.023027308099919708
2010,0.02885203422908612,0.046315439690748306,0.3770536472991871
2011,0.20113034951753309,0.19766674537153095,-0.017522442328333998
2012,0.3750851195317606,0.36788143184998173,-0.019581547363109353
2013,0.1608743575262665,0.18033105751751918,0.10789433755393174
2014,0.2612244439447662,0.2739103536246836,0.046314093323028716
2015,0.49529384306326124,0.547151185952767,0.09477699074928514
2016,0.20064171674048623,0.21755988345763747,0.07776326429429026
2017,0.24420306973895672,0.20291119464400692,-0.20349727459538847
2018,0.22594975893447602,0.21455944525784143,-0.05308698325047678
2019,0.46717923082468993,0.4350768517497245,-0.0737855368444933
