,model,climatology,bss
2000,0.3002241952658681,0.33453787248073225,0.10257038152486153
2001,0.009961278098023501,0.040115958465672216,0.7516878948175324
2002,0.43614962184967365,0.35983723576676724,-0.21207473406773603
2003,0.033137302374987354,0.040115958465672216,0.1739620928328709
2004,0.3041900867363277,0.31842650024534386,0.044708632912295876
2005,0.5471857086340892,0.4840515238612255,-0.1304286458376358
2006,0.5846059108079517,0.577045624882042,-0.013101712585473768
2007,0.22984901225103088,0.21257736854108142,-0.0812487417098291
2008,0.4499935765477289,0.40484435324212886,-0.11152242323260775
2009,0.5388568307735614,0.6166452802681476,0.12614780650029456
2010,0.09259096235334421,0.040115958465672216,-1.3080830147078646
2011,0.11232333157385865,0.1348055425251464,0.16677512311553477
2012,0.059286163328133766,0.039605191043952305,-0.4969291086701306
2013,0.27658589601416855,0.23958594902201555,-0.1544328753133728
2014,0.34213243837645474,0.32858884292545176,-0.04121745379551944
2015,0.6901078067030293,0.7077179522246113,0.024882999599242894
2016,0.008557633631546664,0.039605191043952305,0.7839264650421776
2017,0.22329981545086758,0.07991600949760556,-1.7941812517247633
2018,0.15310461689565993,0.040115958465672216,-2.8165513863185816
2019,0.6630528263400776,0.5764363620097563,-0.15026197172630007
