,model,climatology,bss
2000,0.24898071118598494,0.2817299190734551,0.11624327297283443
2001,0.005051677854119603,0.03519837128313804,0.8564797838660326
2002,0.40299985010970263,0.38811591765295744,-0.03834919357791966
2003,0.01254668713692205,0.03519837128313804,0.6435435311481983
2004,0.4317877741463353,0.4257684814113381,-0.014137478460229058
2005,0.45394313255571944,0.4051463868912614,-0.12044225801661845
2006,0.5184664127157758,0.48537982920227424,-0.06816637512086077
2007,0.20861504534937636,0.17894311325502685,-0.1658176811312182
2008,0.3742100887710036,0.3401605814704245,-0.10009833342062158
2009,0.44153845457601953,0.5157487690933189,0.14388849564829853
2010,0.008327090924831075,0.03519837128313804,0.7634239704488767
2011,0.09060204171450424,0.11410635799936651,0.20598603528291348
2012,0.06865451116838887,0.03579461297194401,-0.9180123898029184
2013,0.20191959715977936,0.20142336341342415,-0.0024636354886831136
2014,0.23605140688882417,0.27559244166628766,0.1434764848353256
2015,0.6053942761317213,0.6001877979521874,-0.008674748465893778
2016,0.01240585385149522,0.03579461297194401,0.6534156170030672
2017,0.24511243530121304,0.18945393484520406,-0.29378381874984827
2018,0.08389103894299221,0.03519837128313804,-1.383378431580459
2019,0.5959947811821928,0.5706009389908264,-0.04450368104244329
