,model,climatology,bss
2000,0.20310958667981135,0.22030045448340332,0.0780337373515817
2001,0.09931022210375741,0.11574782589496393,0.14201220337497245
2002,0.605378754474868,0.5840068799407084,-0.03659524445384843
2003,0.016969273568114937,0.045541262241460906,0.6273868414506514
2004,0.3411134569220897,0.3556148349673411,0.04077832705315332
2005,0.4827602114754486,0.4466499357983782,-0.08084692906654967
2006,0.24699369040729263,0.2604462679774916,0.05165202663361479
2007,0.3694085184179572,0.33190134131828064,-0.11300700669271646
2008,0.27586842887264884,0.274684930429521,-0.0043085670600029324
2009,0.45222838608778665,0.4264601435364264,-0.060423565817139924
2010,0.020249927689264504,0.045541262241460906,0.5553498806884429
2011,0.18699788161334227,0.22097118473509533,0.15374539971119283
2012,0.27034943254039273,0.2807228178187455,0.03695241220131429
2013,0.16003345344961162,0.18299810210827305,0.12549118484886868
2014,0.2498815537884261,0.24317354070476432,-0.02758529182171987
2015,0.5838802807516538,0.630102041143542,0.0733559921627972
2016,0.19527072226306563,0.24690880247766997,0.20913827168747623
2017,0.3185439122705544,0.22704997821001066,-0.402968257393604
2018,0.2006924102472708,0.20720110094310165,0.031412432975528315
2019,0.5105740018533674,0.4961454011775016,-0.02908139557803513
